"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 22 12:48:08 GMT 2023","Sat Jul 22 12:48:21 GMT 2023","12962","","bugbank.tests.TransferenciaEntreNovasContasTests","","bugbank.tests.TransferenciaEntreNovasContasTests","testE2E","testE2E()","Cadastro de dois novos clientes com saldo, transferência de um para o outro e conferência de ambos os extratos"
