"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 18 16:22:51 GMT 2023","Tue Jul 18 16:23:16 GMT 2023","25092","","bugbank.tests.TransferenciaEntreNovasContasTests","","bugbank.tests.TransferenciaEntreNovasContasTests","testE2E","testE2E()","Cadastro de dois novos clientes com saldo, transferência de um para o outro e conferência de ambos os extratos"
